Date,Close,High,Low,Open,Volume
27 March 2018,104.7065964,106.746832,104.1896397,106.1127017,4062350
28 March 2018,105.1270676,106.0506831,104.6928288,104.8169001,3833381
29 March 2018,105.754303,106.0713682,104.1345213,105.5061602,3577320
02 April 2018,103.438385,105.7198554,102.3079799,105.6922864,5387318
03 April 2018,103.2866974,104.0793546,102.2183285,103.9414988,4325942
04 April 2018,106.2299194,106.4711645,101.6325007,101.9357815,5026344
05 April 2018,106.1678467,106.7812947,105.6922545,106.4504451,3331928
06 April 2018,103.7830124,106.1127338,103.0730618,105.7749974,3841853
09 April 2018,105.2442627,106.6021173,104.589461,104.6308144,4616207
10 April 2018,107.1052933,107.9393044,106.6641566,106.8571505,3981494
11 April 2018,107.0845871,107.3740833,106.0644691,106.4022165,3458599
12 April 2018,108.9525146,109.5797473,107.9875455,108.0426834,5898812
13 April 2018,108.0151367,109.7451948,107.4637241,109.3660938,4243727
16 April 2018,108.8284073,109.689998,108.676778,108.8973407,4379393
17 April 2018,110.9100113,111.6613152,109.2557741,109.4694501,10677045
18 April 2018,102.5560989,105.2028852,102.1907826,104.8651378,21319258
19 April 2018,101.8048019,102.8455912,101.0603957,102.8318067,8458061
20 April 2018,99.87486267,101.9909081,99.60604866,101.9426679,8645818
23 April 2018,100.5365601,100.6054825,99.48197526,99.96446532,5560118
24 April 2018,100.3297958,101.5291124,99.61984513,100.9845976,5142659
25 April 2018,100.5916824,100.9087476,99.33031951,100.4882933,7663414
26 April 2018,101.1293182,101.5704548,100.7708996,101.0466113,4462027
27 April 2018,100.9639053,101.4946466,100.3987083,101.2120481,3352953
30 April 2018,99.91619873,101.5842315,99.91619873,101.2258129,4618613
01 May 2018,99.94376373,99.95754822,98.88919014,99.70251875,4637336
02 May 2018,98.18614197,99.81970801,97.92421474,99.57156527,5433865
03 May 2018,97.86908722,98.03451206,96.42851482,97.96558963,5249456
04 May 2018,99.19248962,99.49575935,96.69044563,97.25564262,4604701
07 May 2018,98.71689606,99.47509795,98.31712388,99.25452412,3825222
08 May 2018,98.56521606,98.91673685,97.91730142,98.56521606,5616079
09 May 2018,99.38761139,99.67335811,98.46071707,98.89280206,4389016
10 May 2018,100.5235901,100.5863144,99.66638331,99.76395699,3898024
11 May 2018,100.4538803,100.9486895,100.0636079,100.4329685,3214567
14 May 2018,100.5653915,101.1368626,100.4538804,100.6838659,3364041
15 May 2018,100.1751404,100.3493759,99.60366914,100.0078903,4277512
16 May 2018,100.7953949,101.0741673,99.8475887,100.1472618,3314460
17 May 2018,100.7047653,101.1856482,100.1960186,100.7047653,3292494
18 May 2018,100.4120789,101.011425,100.3493545,100.6838769,2805581
21 May 2018,101.3947296,101.7780277,100.8302217,101.0183947,3027856
22 May 2018,101.1159592,101.8895408,101.0532348,101.4156322,2389064
23 May 2018,100.8232803,100.844181,99.9939374,100.600258,3618846
24 May 2018,100.4050903,100.6908259,99.62454561,100.6281015,3555040
25 May 2018,100.1054306,100.7535636,99.97998193,100.2866293,5140358
29 May 2018,98.41887665,99.58273052,97.71498265,99.3318332,4746330
30 May 2018,99.39458466,99.72910708,98.83705098,98.89280101,5353951
31 May 2018,98.4815979,99.52697751,98.30039921,99.52697751,7144494
01 June 2018,98.92765808,99.54791615,98.6976725,99.26218054,4034945
04 June 2018,99.68727875,99.77787809,99.08792152,99.17155768,3174924
05 June 2018,100.1472549,100.4120898,99.68729494,99.69425814,2966456
06 June 2018,100.8511353,100.8580984,100.0357411,100.5932747,3368225
07 June 2018,101.3041458,102.2380144,101.0044727,101.0532484,4515059
08 June 2018,101.8477402,102.0498396,100.6141873,101.0532466,5450183
11 June 2018,102.1543732,102.7328075,101.8477258,102.1822482,3409960
12 June 2018,102.3564911,102.8094879,102.1822667,102.5167891,2761963
13 June 2018,101.9940872,102.7746432,101.8895504,102.3007346,3104737
14 June 2018,101.192627,102.4331429,101.1159651,102.2031574,3479310
15 June 2018,101.3250351,101.3807962,100.1472435,100.9835495,9535336
18 June 2018,100.690834,100.7187091,99.75696557,100.4817603,4483574
19 June 2018,100.2866135,100.5096246,99.6245431,99.74301745,3647402
20 June 2018,99.40155029,100.7187169,99.2482266,100.5096432,3483075
21 June 2018,98.43978882,99.75696651,98.14707896,99.3736573,4066534
22 June 2018,98.46072388,98.83008454,98.11226391,98.71161016,5869420
25 June 2018,96.72537994,97.84742161,96.36995681,97.84742161,9348207
26 June 2018,96.9274826,97.46411554,96.4047983,97.12261882,4329917
27 June 2018,95.81240845,97.41532169,95.79149663,96.94838745,4290483
28 June 2018,97.59649658,97.94495638,96.13993306,96.24446989,4731790
29 June 2018,97.35956573,98.51644536,97.2968414,97.79165063,3880765
02 July 2018,97.47107697,97.72197432,96.3141972,96.36994723,3562048
03 July 2018,97.26898193,98.22375121,97.12959574,98.0216518,2053507
05 July 2018,98.56524658,98.56524658,97.51986684,97.90317608,3916956
06 July 2018,99.29701233,99.61759725,98.38405551,98.63494178,2980054
